manuscript_id,is_oriental,evaluable,split,cv_fold
990000445600205171,0,True,train,3
990000447350205171,0,True,test,-1
990000462310205171,0,True,train,0
990000463170205171,0,True,train,1
990000463230205171,0,True,train,1
990000532150205171,0,True,train,1
990000532270205171,0,True,train,1
990000532390205171,0,True,train,3
990000532400205171,0,True,test,-1
990000532450205171,0,True,train,2
990000543280205171,0,True,train,1
990000544260205171,0,True,train,0
990000545720205171,0,True,train,2
990000546840205171,0,True,test,-1
990000548920205171,0,True,test,-1
990000549100205171,0,True,train,1
990000559250205171,0,True,train,1
990000560840205171,0,True,train,2
990000561260205171,0,True,train,1
990000562150205171,0,True,train,0
990000563300205171,0,True,test,-1
990000568750205171,0,True,test,-1
990000569000205171,0,True,train,3
990000569070205171,0,True,train,2
990000577210205171,0,True,train,2
990000578170205171,0,True,train,4
990000578830205171,0,True,test,-1
990000587830205171,0,True,test,-1
990000588970205171,0,True,train,4
990000589100205171,0,True,train,3
990000592890205171,0,True,train,2
990000593700205171,0,True,train,2
990000598540205171,0,True,test,-1
990000606470205171,0,True,train,0
990000609110205171,0,True,test,-1
990000612610205171,0,True,test,-1
990000621360205171,0,True,test,-1
990000621450205171,0,True,test,-1
990000621880205171,0,True,train,1
990000623790205171,0,True,train,4
990000626140205171,0,True,test,-1
990000628890205171,0,True,train,4
990000629920205171,0,True,train,4
990000637930205171,0,True,train,2
990000639170205171,0,True,train,4
990000639670205171,0,True,train,4
990000649290205171,1,True,test,-1
990000656660205171,0,True,train,3
990000657900205171,0,True,train,3
990000658650205171,0,True,train,0
990000659330205171,0,True,train,2
990000660930205171,0,True,train,3
990000661230205171,0,True,train,3
990000661240205171,0,True,test,-1
990000661270205171,0,True,test,-1
990000661280205171,0,True,train,4
990000672550205171,0,True,train,1
990000672670205171,1,True,train,1
990000673320205171,0,True,train,3
990000675310205171,0,True,train,2
990000677980205171,0,True,train,3
990000678070205171,0,True,train,4
990000678380205171,0,True,train,4
990000678940205171,0,True,train,2
990000679400205171,0,True,train,0
990000680130205171,0,True,train,0
990000681130205171,0,True,test,-1
990000681420205171,0,True,train,4
990000684470205171,0,True,train,0
990000685220205171,0,True,train,2
990000686230205171,1,True,train,0
990000687070205171,0,True,train,4
990000687640205171,0,True,train,4
990000687730205171,1,True,train,4
990000687750205171,0,True,train,0
990000688240205171,0,True,train,0
990000688460205171,0,True,train,1
990000688980205171,0,True,train,4
990000689050205171,0,True,train,0
990000689080205171,0,True,train,1
990000689170205171,0,True,train,4
990000689440205171,0,True,train,2
990000689930205171,0,True,train,3
990000689940205171,0,True,train,0
990000689990205171,0,True,test,-1
990000690020205171,0,True,train,4
990000690030205171,0,True,train,0
990000690060205171,0,True,train,0
990000690330205171,0,True,train,1
990000690440205171,0,True,test,-1
990000691610205171,0,True,train,1
990000691620205171,0,True,test,-1
990000693030205171,0,True,train,2
990000693620205171,0,True,train,4
990000693640205171,0,True,train,4
990000693650205171,0,True,test,-1
990000693660205171,0,True,train,3
990000694860205171,0,True,train,3
990000695370205171,0,True,train,2
990000695600205171,0,True,test,-1
990000695610205171,0,True,train,3
990000699560205171,0,True,train,2
990000699580205171,0,True,test,-1
990000700010205171,0,True,train,1
990000703450205171,0,True,train,2
990000703580205171,0,True,train,2
990000703650205171,0,True,train,2
990000703870205171,0,True,test,-1
990000704780205171,0,True,train,0
990000704810205171,0,True,train,0
990000704820205171,0,True,train,4
990000704830205171,0,True,train,1
990000704860205171,0,True,train,4
990000704920205171,0,True,train,0
990000704990205171,0,True,train,4
990000705000205171,1,True,test,-1
990000706530205171,0,True,test,-1
990000706710205171,1,True,train,4
990000706730205171,0,True,test,-1
990000706800205171,0,True,train,2
990000707360205171,0,True,train,4
990000707370205171,0,True,train,3
990000707390205171,0,True,train,3
990000707410205171,0,True,train,2
990000707420205171,0,True,train,3
990000707450205171,0,True,test,-1
990000707480205171,0,True,train,0
990000707500205171,0,True,test,-1
990000707530205171,0,True,test,-1
990000707570205171,1,True,train,2
990000707580205171,0,True,test,-1
990000707590205171,0,True,train,0
990000707650205171,0,True,train,3
990000707690205171,0,True,train,4
990000707700205171,0,True,train,4
990000707720205171,0,True,train,4
990000707740205171,0,True,test,-1
990000707760205171,0,True,test,-1
990000707780205171,0,True,train,3
990000707790205171,0,True,train,4
990000707840205171,0,True,train,0
990000707890205171,0,True,test,-1
990000707960205171,0,True,train,1
990000707970205171,0,True,train,4
990000707980205171,0,True,train,0
990000708080205171,0,True,train,1
990000710530205171,0,True,train,2
990000721900205171,0,True,train,4
990000721930205171,0,True,train,0
990000722140205171,0,True,train,3
990000722960205171,0,True,test,-1
990000724440205171,0,True,train,3
990000724450205171,0,True,train,3
990000726040205171,0,True,test,-1
990000726390205171,0,True,test,-1
990000726540205171,0,True,train,1
990000726630205171,0,True,train,3
990000727130205171,0,True,test,-1
990000727170205171,0,True,test,-1
990000727190205171,0,True,test,-1
990000727230205171,0,True,train,3
990000727240205171,0,True,train,2
990000727370205171,0,True,train,0
990000727650205171,1,True,train,3
990000727920205171,0,True,train,4
990000727950205171,0,True,train,1
990000728000205171,0,True,train,1
990000728040205171,0,True,test,-1
990000728140205171,0,True,test,-1
990000728210205171,0,True,test,-1
990000728260205171,0,True,test,-1
990000728270205171,0,True,train,0
990000728330205171,0,True,train,3
990000728420205171,1,True,test,-1
990000728540205171,0,True,train,2
990000729840205171,0,True,test,-1
990000732500205171,1,True,train,4
990000732780205171,0,True,train,3
990000734390205171,0,True,train,1
990000734510205171,0,True,train,0
990000734710205171,0,True,test,-1
990000734930205171,0,True,train,1
990000734990205171,0,True,train,4
990000736370205171,0,True,train,2
990000736440205171,0,True,train,4
990000736450205171,0,True,train,2
990000736470205171,0,True,train,2
990000736480205171,0,True,train,4
990000736500205171,0,True,train,2
990000736520205171,1,True,test,-1
990000736640205171,0,True,train,0
990000737540205171,0,True,train,4
990000737830205171,0,True,train,0
990000737990205171,0,True,train,1
990000739520205171,0,True,test,-1
990000741550205171,0,True,train,4
990000742770205171,0,True,train,4
990000747940205171,0,True,test,-1
990000748790205171,0,True,test,-1
990000749470205171,0,True,train,0
990000751130205171,0,True,test,-1
990000751260205171,0,True,train,2
990000751310205171,0,True,train,2
990000751360205171,0,True,train,4
990000752070205171,0,True,train,1
990000752150205171,0,True,test,-1
990000752390205171,0,True,train,3
990000754560205171,0,True,train,4
990000755060205171,0,True,test,-1
990000755070205171,0,True,train,3
990000757130205171,0,True,train,0
990000757140205171,0,True,test,-1
990000757750205171,0,True,test,-1
990000758120205171,0,True,test,-1
990000763540205171,0,True,train,2
990000766310205171,1,True,train,3
990000766410205171,0,True,train,4
990000766560205171,0,True,test,-1
990000766580205171,0,True,test,-1
990000766860205171,0,True,test,-1
990000766880205171,0,True,train,4
990000769450205171,0,True,train,2
990000770380205171,0,True,train,0
990000772600205171,0,True,train,0
990000772810205171,0,True,train,3
990000772850205171,1,True,train,4
990000773330205171,0,True,train,3
990000773360205171,0,True,train,1
990000773370205171,0,True,train,1
990000773650205171,0,True,test,-1
990000773740205171,0,True,train,0
990000773800205171,0,True,train,4
990000773840205171,0,True,test,-1
990000774430205171,0,True,train,3
990000774850205171,0,True,train,0
990000775380205171,0,True,train,4
990000777140205171,0,True,train,3
990000777180205171,1,True,train,4
990000777210205171,0,True,test,-1
990000777230205171,0,True,test,-1
990000777270205171,0,True,test,-1
990000777330205171,0,True,train,2
990000777340205171,0,True,train,3
990000777410205171,0,True,test,-1
990000778570205171,0,True,test,-1
990000778820205171,1,True,test,-1
990000778830205171,0,True,train,2
990000779480205171,0,True,test,-1
990000779490205171,0,True,test,-1
990000779660205171,0,True,train,1
990000780040205171,0,True,train,1
990000782580205171,0,True,train,4
990000782780205171,0,True,train,0
990000785270205171,0,True,train,3
990000785330205171,0,True,train,2
990000787470205171,0,True,test,-1
990000787490205171,0,True,test,-1
990000787510205171,0,True,test,-1
990000787570205171,0,True,train,1
990000787760205171,0,True,train,1
990000787770205171,0,True,train,2
990000787820205171,0,True,test,-1
990000787840205171,0,True,train,2
990000787860205171,1,True,train,2
990000787890205171,0,True,train,3
990000787980205171,0,True,train,1
990000788450205171,0,True,train,4
990000792230205171,1,True,train,3
990000792280205171,0,True,train,0
990000792300205171,0,True,test,-1
990000792400205171,1,True,train,0
990000792820205171,1,True,train,2
990000793210205171,0,True,test,-1
990000793620205171,0,True,train,3
990000794040205171,0,True,train,1
990000794500205171,0,True,train,2
990000794560205171,0,True,train,1
990000794690205171,0,True,test,-1
990000794700205171,0,True,train,1
990000796010205171,0,True,train,0
990000796020205171,0,True,train,4
990000796120205171,0,True,test,-1
990000796700205171,0,True,train,0
990000800070205171,0,True,train,0
990000800080205171,0,True,train,0
990000800540205171,0,True,train,2
990000805670205171,0,True,test,-1
990000806040205171,0,True,train,2
990000806050205171,0,True,test,-1
990000806130205171,0,True,train,1
990000806140205171,0,True,train,3
990000806310205171,0,True,train,0
990000806340205171,0,True,train,3
990000806580205171,0,True,train,1
990000806630205171,0,True,train,1
990000806640205171,0,True,test,-1
990000806770205171,0,True,train,0
990000808690205171,0,True,train,2
990000808710205171,0,True,test,-1
990000808720205171,0,True,train,1
990000808730205171,0,True,train,4
990000809480205171,0,True,test,-1
990000809780205171,0,True,test,-1
990000809800205171,0,True,train,3
990000810060205171,0,True,train,4
990000810580205171,0,True,train,0
990000810610205171,0,True,train,3
990000811450205171,0,True,test,-1
990000813960205171,0,True,train,3
990000814110205171,0,True,train,0
990000814240205171,0,True,train,3
990000814260205171,1,True,train,3
990000814280205171,0,True,train,0
990000814290205171,0,True,test,-1
990000814330205171,0,True,train,2
990000815470205171,0,True,test,-1
990000816630205171,1,True,test,-1
990000817090205171,0,True,train,3
990000819890205171,0,True,test,-1
990000819900205171,0,True,train,0
990000819910205171,0,True,train,2
990000820410205171,0,True,train,1
990000820440205171,0,True,train,0
990000820910205171,0,True,train,3
990000821020205171,0,True,test,-1
990000821540205171,0,True,train,1
990000821580205171,0,True,train,2
990000821620205171,0,True,train,0
990000821800205171,0,True,train,2
990000822090205171,0,True,train,2
990000822180205171,0,True,train,2
990000822190205171,0,True,train,4
990000825100205171,0,True,train,2
990000825110205171,0,True,train,0
990000827000205171,0,True,train,4
990000827010205171,0,True,train,0
990000827940205171,1,True,train,2
990000828140205171,0,True,test,-1
990000828190205171,1,True,test,-1
990000828220205171,0,True,train,2
990000828270205171,0,True,test,-1
990000828630205171,0,True,train,0
990000829920205171,0,True,train,1
990000829990205171,0,True,train,2
990000830360205171,0,True,train,2
990000832490205171,0,True,train,1
990000833030205171,0,True,train,1
990000833910205171,1,True,train,4
990000833930205171,0,True,train,3
990000833940205171,0,True,test,-1
990000834050205171,1,True,train,3
990000834070205171,0,True,train,4
990000834690205171,0,True,train,0
990000834970205171,0,True,train,0
990000835230205171,0,True,train,1
990000835420205171,0,True,test,-1
990000836060205171,0,True,train,2
990000836520205171,0,True,train,2
990000836700205171,0,True,train,4
990000836740205171,0,True,train,0
990000836750205171,0,True,train,0
990000836760205171,0,True,train,0
990000837280205171,0,True,test,-1
990000837290205171,0,True,train,2
990000837360205171,1,True,train,1
990000837770205171,1,True,train,2
990000837800205171,0,True,test,-1
990000838070205171,0,True,train,2
990000838550205171,0,True,train,4
990000838680205171,0,True,train,4
990000842960205171,0,True,test,-1
990000843260205171,0,True,train,1
990000843440205171,0,True,test,-1
990000843450205171,0,True,train,3
990000843540205171,0,True,test,-1
990000844280205171,0,True,test,-1
990000844560205171,0,True,train,2
990000844620205171,0,True,train,3
990000845670205171,0,True,train,3
990000848330205171,1,True,train,1
990000849470205171,0,True,train,2
990000849490205171,0,True,train,1
990000852320205171,0,True,train,0
990000852330205171,0,True,train,3
990000852360205171,0,True,train,1
990000853820205171,0,True,train,0
990000854110205171,0,True,test,-1
990000856070205171,0,True,train,0
990000858570205171,0,True,train,3
990000858630205171,0,True,train,2
990000860230205171,0,True,train,1
990000862400205171,0,True,train,3
990000862440205171,0,True,test,-1
990000862450205171,0,True,train,4
990000864830205171,1,True,test,-1
990000866700205171,0,True,train,1
990000869740205171,0,True,train,3
990000871750205171,0,True,train,2
990000871760205171,0,True,train,1
990000871790205171,0,True,train,3
990000871830205171,0,True,train,2
990000871850205171,0,True,train,3
990000871860205171,0,True,test,-1
990000880930205171,0,True,test,-1
990000881310205171,1,True,train,3
990000881330205171,0,True,train,1
990000881340205171,0,True,test,-1
990000881360205171,0,True,train,3
990000881400205171,0,True,test,-1
990000883510205171,1,True,test,-1
990000884170205171,0,True,test,-1
990000886270205171,0,True,train,4
990000889850205171,0,True,train,1
990000890200205171,0,True,train,1
990000890250205171,0,True,train,3
990000890970205171,1,True,train,1
990000891380205171,1,True,train,0
990000891760205171,0,True,test,-1
990000892890205171,0,True,test,-1
990000894070205171,0,True,test,-1
990000894080205171,0,True,test,-1
990000894090205171,0,True,train,4
990000896540205171,0,True,train,0
990000896600205171,0,True,train,2
990000897110205171,0,True,test,-1
990000897160205171,1,True,train,1
990000899950205171,1,True,train,2
990000900750205171,0,True,test,-1
990000908000205171,0,True,train,3
990000908210205171,0,True,train,0
990000909300205171,0,True,train,0
990000909450205171,0,True,train,1
990000911150205171,0,True,test,-1
990000911600205171,0,True,train,0
990000911710205171,0,True,train,3
990000911720205171,0,True,test,-1
990000911900205171,0,True,test,-1
990000912190205171,0,True,test,-1
990000912270205171,0,True,test,-1
990000912300205171,0,True,train,0
990000912570205171,0,True,train,2
990000912700205171,0,True,test,-1
990000912720205171,0,True,train,4
990000913280205171,0,True,train,4
990000914110205171,0,True,train,4
990000914320205171,0,True,test,-1
990000914330205171,0,True,train,3
990000914350205171,0,True,train,0
990000914510205171,0,True,train,2
990000914710205171,0,True,test,-1
990000914740205171,0,True,test,-1
990000914750205171,0,True,train,0
990000915440205171,0,True,train,0
990000918660205171,0,True,test,-1
990000919160205171,0,True,test,-1
990000922170205171,0,True,train,1
990000923820205171,0,True,test,-1
990000926110205171,0,True,train,4
990000926150205171,0,True,train,3
990000926700205171,0,True,train,2
990000926720205171,1,True,test,-1
990000926740205171,0,True,train,1
990000926790205171,1,True,test,-1
990000926860205171,0,True,train,3
990000926870205171,0,True,train,3
990000927290205171,1,True,train,0
990000930550205171,1,True,train,0
990000935270205171,0,True,train,1
990000935470205171,1,True,test,-1
990000936860205171,0,True,train,3
990000937620205171,0,True,train,3
990000938130205171,0,True,train,1
990000940930205171,0,True,train,2
990000940950205171,0,True,train,4
990000940960205171,0,True,train,0
990000940970205171,0,True,train,3
990000940980205171,0,True,train,1
990000940990205171,0,True,test,-1
990000944510205171,1,True,test,-1
990000948830205171,0,True,test,-1
990000952000205171,0,True,train,2
990000955190205171,0,True,train,3
990000955240205171,0,True,test,-1
990000957170205171,1,True,train,3
990000957650205171,0,True,train,2
990000958240205171,0,True,train,2
990000958290205171,0,True,train,4
990000958350205171,1,True,train,0
990000973410205171,0,True,train,4
990000986850205171,0,True,train,2
990000987980205171,0,True,train,2
990000991390205171,0,True,train,0
990000995740205171,0,True,train,1
990000996160205171,0,True,train,0
990000997940205171,0,True,train,1
990000997950205171,1,True,train,0
990000998670205171,0,True,test,-1
990001002090205171,0,True,train,3
990001002860205171,0,True,train,4
990001004470205171,0,True,test,-1
990001011300205171,0,True,train,4
990001012640205171,0,True,train,4
990001012650205171,0,True,train,4
990001012760205171,0,True,test,-1
990001013240205171,0,True,test,-1
990001013670205171,0,True,train,1
990001013680205171,0,True,train,1
990001014520205171,0,True,test,-1
990001023370205171,0,True,train,0
990001023920205171,1,True,train,3
990001025070205171,0,True,train,3
990001025240205171,0,True,test,-1
990001027930205171,0,True,train,3
990001037710205171,0,True,train,3
990001037760205171,0,True,test,-1
990001043460205171,0,True,train,1
990001049550205171,0,True,test,-1
990001050030205171,0,True,test,-1
990001052560205171,0,True,train,1
990001059030205171,0,True,test,-1
990001059050205171,0,True,train,4
990001071670205171,0,True,train,2
990001071750205171,0,True,train,0
990001071870205171,0,True,train,0
990001071880205171,0,True,train,2
990001071910205171,0,True,test,-1
990001072000205171,0,True,train,1
990001072110205171,0,True,train,0
990001072240205171,0,True,train,3
990001072390205171,0,True,test,-1
990001077550205171,0,True,train,1
990001083680205171,0,True,train,1
990001090380205171,0,True,train,1
990001090480205171,0,True,test,-1
990001090540205171,0,True,train,0
990001090550205171,0,True,train,4
990001090670205171,0,True,train,0
990001090830205171,0,True,test,-1
990001091040205171,0,True,train,0
990001091110205171,0,True,train,4
990001091220205171,0,True,train,1
990001091280205171,0,True,test,-1
990001091390205171,0,True,train,1
990001091400205171,0,True,train,0
990001111140205171,0,True,train,4
990001111860205171,0,True,train,2
990001111980205171,0,True,train,4
990001112040205171,0,True,test,-1
990001112050205171,0,True,test,-1
990001112520205171,0,True,train,2
990001112600205171,1,True,test,-1
990001117530205171,1,True,train,1
990001117900205171,0,True,test,-1
990001118330205171,0,True,train,1
990001118560205171,0,True,train,3
990001118630205171,0,True,test,-1
990001118640205171,0,True,test,-1
990001118650205171,0,True,test,-1
990001118690205171,0,True,train,0
990001118700205171,0,True,train,1
990001118710205171,0,True,train,3
990001118720205171,0,True,train,4
990001118730205171,0,True,train,2
990001118950205171,1,True,train,2
990001124770205171,0,True,train,1
990001127090205171,0,True,train,2
990001128140205171,0,True,train,3
990001128750205171,0,True,train,0
990001129210205171,0,True,test,-1
990001132420205171,0,True,train,3
990001133380205171,0,True,train,4
990001133390205171,0,True,train,4
990001133400205171,0,True,test,-1
990001133410205171,0,True,train,4
990001134580205171,0,True,train,2
990001135460205171,0,True,train,1
990001135720205171,0,True,train,3
990001169610205171,0,True,train,1
990001169950205171,0,True,train,1
990001174210205171,0,True,train,3
990001174290205171,0,True,train,0
990001204390205171,0,True,train,2
990001204420205171,0,True,train,2
990001204430205171,0,True,train,3
990001204490205171,0,True,train,1
990001204510205171,0,True,train,1
990001204550205171,0,True,train,4
990001204570205171,0,True,train,4
990001204610205171,0,True,test,-1
990001204620205171,0,True,train,0
990001204660205171,0,True,train,0
990001204670205171,0,True,train,3
990001204730205171,0,True,train,2
990001204740205171,0,True,train,0
990001204760205171,0,True,train,4
990001205140205171,0,True,train,4
990001205150205171,0,True,train,3
990001205160205171,0,True,train,2
990001205170205171,0,True,test,-1
990001205180205171,0,True,train,1
990001205190205171,0,True,train,1
990001205230205171,0,True,test,-1
990001205280205171,0,True,train,3
990001205330205171,0,True,test,-1
990001205370205171,0,True,test,-1
990001205380205171,0,True,train,2
990001205600205171,1,True,train,1
990001205610205171,0,True,train,4
990001205640205171,0,True,train,0
990001205700205171,0,True,train,0
990001205770205171,0,True,train,3
990001205780205171,0,True,test,-1
990001205800205171,0,True,test,-1
990001205820205171,0,True,test,-1
990001205830205171,0,True,test,-1
990001205920205171,0,True,train,4
990001205980205171,0,True,train,1
990001206000205171,0,True,train,3
990001206040205171,0,True,train,0
990001206080205171,0,True,train,4
990001206090205171,0,True,test,-1
990001206150205171,0,True,train,4
990001206190205171,0,True,test,-1
990001206210205171,0,True,test,-1
990001206240205171,0,True,train,2
990001206250205171,0,True,train,2
990001206470205171,0,True,test,-1
990001206510205171,0,True,train,2
990001206600205171,0,True,test,-1
990001206670205171,0,True,train,4
990001206750205171,0,True,train,0
990001206760205171,0,True,train,2
990001207180205171,1,True,train,0
990001207250205171,1,True,test,-1
990001207350205171,1,True,train,1
990001207430205171,1,True,train,1
990001207530205171,1,True,test,-1
990001207810205171,1,True,test,-1
990001207860205171,1,True,train,4
990001207990205171,1,True,test,-1
990001208190205171,1,True,train,2
990001209660205171,0,True,train,0
990001209710205171,0,True,train,2
990001209750205171,0,True,train,1
990001209790205171,0,True,test,-1
990001209820205171,0,True,train,2
990001209910205171,0,True,train,0
990001209940205171,0,True,train,1
990001209980205171,0,True,train,4
990001210080205171,0,True,train,1
990001210090205171,0,True,test,-1
990001210420205171,0,True,train,2
990001210440205171,1,True,train,2
990001211110205171,0,True,train,4
990001211130205171,0,True,train,0
990001211220205171,0,True,train,2
990001211240205171,0,True,train,2
990001211400205171,0,True,train,1
990001211430205171,0,True,train,2
990001211610205171,0,True,test,-1
990001211620205171,0,True,train,0
990001211660205171,0,True,train,3
990001211670205171,0,True,train,1
990001211690205171,0,True,train,0
990001211700205171,0,True,train,1
990001211710205171,0,True,train,1
990001211720205171,0,True,test,-1
990001211790205171,0,True,test,-1
990001211810205171,0,True,test,-1
990001211820205171,0,True,test,-1
990001211880205171,0,True,train,1
990001211930205171,0,True,test,-1
990001211960205171,0,True,train,4
990001211970205171,0,True,train,2
990001212050205171,0,True,train,4
990001212090205171,0,True,train,1
990001212100205171,0,True,train,3
990001212110205171,0,True,train,0
990001212130205171,0,True,test,-1
990001212180205171,0,True,train,0
990001212380205171,0,True,train,2
990001212430205171,0,True,train,3
990001212470205171,0,True,test,-1
990001212490205171,0,True,test,-1
990001212500205171,0,True,train,2
990001212540205171,0,True,train,2
990001212550205171,0,True,test,-1
990001212630205171,0,True,train,1
990001212640205171,0,True,train,0
990001212970205171,0,True,train,3
990001213410205171,1,True,train,3
990001214610205171,1,True,train,2
990001215190205171,0,True,train,1
990001215240205171,0,True,test,-1
990001215320205171,0,True,train,2
990001218370205171,1,True,train,0
990001218500205171,0,True,train,3
990001218510205171,0,True,train,0
990001218550205171,0,True,train,3
990001218560205171,0,True,test,-1
990001218580205171,0,True,train,1
990001218590205171,0,True,test,-1
990001218600205171,0,True,test,-1
990001218610205171,0,True,test,-1
990001218710205171,0,True,test,-1
990001218850205171,0,True,train,1
990001218880205171,0,True,train,0
990001218890205171,0,True,test,-1
990001218940205171,0,True,test,-1
990001218960205171,0,True,test,-1
990001218990205171,0,True,test,-1
990001219070205171,0,True,train,0
990001219110205171,0,True,train,2
990001219210205171,0,True,test,-1
990001219220205171,0,True,train,1
990001219450205171,0,True,train,3
990001219560205171,0,True,test,-1
990001219880205171,0,True,train,2
990001219900205171,0,True,train,3
990001219910205171,0,True,train,2
990001219920205171,0,True,test,-1
990001220240205171,0,True,test,-1
990001220820205171,0,True,train,4
990001220870205171,1,True,test,-1
990001220910205171,0,True,train,1
